Transaction_ID,Transaction_Timestamp,Store_ID,City,State,Product,Unit_Price_USD,Quantity,Gross_Sales_USD,Discount_Rate,Discount_Amount_USD,Net_Sales_USD,Sales_Tax_Rate,Sales_Tax_USD,Total_Paid_USD,Payment_Method,Channel
BB-20251007-PHL-001-280025,10/7/2025 12:41,PHL-001,Philadelphia,PA,Cappuccino,3.5,2,7,0,0,7,0.12,0.84,7.84,Cash,Takeaway
BB-20251008-PVD-001-618394,10/8/2025 7:36,PVD-001,Providence,RI,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Card,Delivery
BB-20251008-BOS-001-300599,10/8/2025 9:33,BOS-001,Boston,MA,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Mobile,In-Store
BB-20251008-BOS-001-272453,10/8/2025 11:26,BOS-001,Boston,MA,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Card,Delivery
BB-20251008-PHL-001-636485,10/8/2025 12:58,PHL-001,Philadelphia,PA,Cappuccino,3.5,2,7,0,0,7,0.12,0.84,7.84,Card,In-Store
BB-20251009-HFD-001-164867,10/9/2025 8:35,HFD-001,Hartford,CT,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Mobile,Takeaway
BB-20251009-NYC-001-169151,10/9/2025 15:04,NYC-001,New York,NY,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Mobile,Takeaway
BB-20251011-NWK-001-252752,10/11/2025 8:14,NWK-001,Newark,NJ,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Cash,In-Store
BB-20251011-NWK-001-808809,10/11/2025 9:02,NWK-001,Newark,NJ,Cappuccino,3.5,2,7,0,0,7,0.12,0.84,7.84,Cash,Takeaway
BB-20251011-ALB-001-160356,10/11/2025 11:31,ALB-001,Albany,NY,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Card,In-Store
BB-20251012-ALB-001-664826,10/12/2025 7:13,ALB-001,Albany,NY,Cappuccino,3.5,1,3.5,0.05,0.18,3.32,0.12,0.4,3.72,Cash,In-Store
BB-20251012-BOS-001-218150,10/12/2025 8:33,BOS-001,Boston,MA,Mocha,3.45,3,10.35,0,0,10.35,0.12,1.24,11.59,Mobile,In-Store
BB-20251013-PVD-001-369171,10/13/2025 8:50,PVD-001,Providence,RI,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Cash,In-Store
BB-20251013-PVD-001-735581,10/13/2025 11:35,PVD-001,Providence,RI,Cappuccino,3.5,2,7,0.05,0.35,6.65,0.12,0.8,7.45,Mobile,Delivery
BB-20251014-HFD-001-988311,10/14/2025 7:34,HFD-001,Hartford,CT,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Mobile,In-Store
BB-20251014-NYC-001-299071,10/14/2025 7:42,NYC-001,New York,NY,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Cash,In-Store
BB-20251014-NYC-001-516338,10/14/2025 11:04,NYC-001,New York,NY,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Card,In-Store
BB-20251014-BOS-001-653918,10/14/2025 15:47,BOS-001,Boston,MA,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Card,Delivery
BB-20251015-PVD-001-886899,10/15/2025 8:28,PVD-001,Providence,RI,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Card,In-Store
BB-20251015-PHL-001-571007,10/15/2025 11:13,PHL-001,Philadelphia,PA,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Cash,In-Store
BB-20251015-HFD-001-835705,10/15/2025 14:00,HFD-001,Hartford,CT,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Cash,In-Store
BB-20251016-NYC-001-473020,10/16/2025 8:32,NYC-001,New York,NY,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Mobile,In-Store
BB-20251016-BOS-001-834445,10/16/2025 9:14,BOS-001,Boston,MA,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Cash,Delivery
BB-20251019-NYC-001-439653,10/19/2025 9:00,NYC-001,New York,NY,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Mobile,In-Store
BB-20251019-NYC-001-624262,10/19/2025 17:55,NYC-001,New York,NY,Espresso,3.25,1,3.25,0.1,0.33,2.92,0.12,0.35,3.27,Mobile,Takeaway
BB-20251019-BOS-001-467350,10/19/2025 18:50,BOS-001,Boston,MA,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Mobile,Takeaway
BB-20251020-HFD-001-402055,10/20/2025 10:50,HFD-001,Hartford,CT,Mocha,3.45,2,6.9,0,0,6.9,0.12,0.83,7.73,Cash,Takeaway
BB-20251020-PVD-001-175931,10/20/2025 11:32,PVD-001,Providence,RI,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Mobile,In-Store
BB-20251020-PVD-001-510711,10/20/2025 12:20,PVD-001,Providence,RI,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Card,In-Store
BB-20251020-POR-001-864131,10/20/2025 19:46,POR-001,Portland,ME,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Card,In-Store
BB-20251021-PHL-001-571817,10/21/2025 7:32,PHL-001,Philadelphia,PA,Mocha,3.45,2,6.9,0,0,6.9,0.12,0.83,7.73,Cash,Delivery
BB-20251021-BOS-001-724815,10/21/2025 8:08,BOS-001,Boston,MA,Mocha,3.45,1,3.45,0.05,0.17,3.28,0.12,0.39,3.67,Card,In-Store
BB-20251021-HFD-001-732425,10/21/2025 11:52,HFD-001,Hartford,CT,Mocha,3.45,1,3.45,0.05,0.17,3.28,0.12,0.39,3.67,Card,Takeaway
BB-20251021-NWK-001-201698,10/21/2025 18:14,NWK-001,Newark,NJ,Cappuccino,3.5,3,10.5,0.05,0.53,9.97,0.12,1.2,11.17,Card,Takeaway
BB-20251021-HFD-001-520883,10/21/2025 19:38,HFD-001,Hartford,CT,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Card,In-Store
BB-20251022-BOS-001-504328,10/22/2025 9:11,BOS-001,Boston,MA,Cappuccino,3.5,3,10.5,0,0,10.5,0.12,1.26,11.76,Card,In-Store
BB-20251022-BOS-001-979888,10/22/2025 9:11,BOS-001,Boston,MA,Cappuccino,3.5,3,10.5,0,0,10.5,0.12,1.26,11.76,Mobile,Takeaway
BB-20251022-NWK-001-606229,10/22/2025 9:26,NWK-001,Newark,NJ,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Mobile,In-Store
BB-20251022-POR-001-615358,10/22/2025 10:33,POR-001,Portland,ME,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Cash,In-Store
BB-20251022-ALB-001-708219,10/22/2025 16:16,ALB-001,Albany,NY,Espresso,3.25,2,6.5,0,0,6.5,0.12,0.78,7.28,Cash,In-Store
BB-20251023-PHL-001-585052,10/23/2025 7:43,PHL-001,Philadelphia,PA,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Mobile,Takeaway
BB-20251023-PHL-001-170806,10/23/2025 9:57,PHL-001,Philadelphia,PA,Mocha,3.45,2,6.9,0,0,6.9,0.12,0.83,7.73,Cash,Delivery
BB-20251024-NWK-001-500384,10/24/2025 9:48,NWK-001,Newark,NJ,Mocha,3.45,1,3.45,0.15,0.52,2.93,0.12,0.35,3.28,Card,In-Store
BB-20251024-NWK-001-617229,10/24/2025 17:18,NWK-001,Newark,NJ,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Card,In-Store
BB-20251025-PHL-001-372920,10/25/2025 7:44,PHL-001,Philadelphia,PA,Espresso,3.25,2,6.5,0,0,6.5,0.12,0.78,7.28,Mobile,In-Store
BB-20251025-BOS-001-681219,10/25/2025 9:19,BOS-001,Boston,MA,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Card,In-Store
BB-20251025-NWK-001-853631,10/25/2025 13:06,NWK-001,Newark,NJ,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Cash,In-Store
BB-20251027-POR-001-806854,10/27/2025 7:31,POR-001,Portland,ME,Cappuccino,3.5,3,10.5,0,0,10.5,0.12,1.26,11.76,Cash,Takeaway
BB-20251027-POR-001-200458,10/27/2025 9:53,POR-001,Portland,ME,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Mobile,In-Store
BB-20251027-BOS-001-763096,10/27/2025 18:29,BOS-001,Boston,MA,Espresso,3.25,1,3.25,0.05,0.16,3.09,0.12,0.37,3.46,Card,In-Store
BB-20251028-HFD-001-237440,10/28/2025 7:13,HFD-001,Hartford,CT,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Mobile,In-Store
BB-20251029-NWK-001-350128,10/29/2025 8:34,NWK-001,Newark,NJ,Espresso,3.25,3,9.75,0,0,9.75,0.12,1.17,10.92,Card,Takeaway
BB-20251029-PVD-001-759156,10/29/2025 9:52,PVD-001,Providence,RI,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Cash,Takeaway
BB-20251029-HFD-001-773394,10/29/2025 19:25,HFD-001,Hartford,CT,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Mobile,In-Store
BB-20251030-PVD-001-966673,10/30/2025 8:29,PVD-001,Providence,RI,Mocha,3.45,2,6.9,0,0,6.9,0.12,0.83,7.73,Cash,Takeaway
BB-20251030-HFD-001-826161,10/30/2025 8:31,HFD-001,Hartford,CT,Mocha,3.45,2,6.9,0.15,1.03,5.87,0.12,0.7,6.57,Cash,In-Store
BB-20251030-BOS-001-427836,10/30/2025 8:47,BOS-001,Boston,MA,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Mobile,Delivery
BB-20251030-HFD-001-875033,10/30/2025 11:44,HFD-001,Hartford,CT,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Card,Takeaway
BB-20251030-HFD-001-900403,10/30/2025 17:18,HFD-001,Hartford,CT,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Mobile,Delivery
BB-20251031-NWK-001-248780,10/31/2025 7:44,NWK-001,Newark,NJ,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Card,Takeaway
BB-20251031-HFD-001-309210,10/31/2025 8:58,HFD-001,Hartford,CT,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Card,In-Store
BB-20251031-POR-001-583581,10/31/2025 9:52,POR-001,Portland,ME,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Mobile,In-Store
BB-20251031-BOS-001-243304,10/31/2025 15:08,BOS-001,Boston,MA,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Mobile,In-Store
BB-20251101-HFD-001-887927,11/1/2025 8:07,HFD-001,Hartford,CT,Cappuccino,3.5,1,3.5,0.05,0.18,3.32,0.12,0.4,3.72,Mobile,In-Store
BB-20251101-NWK-001-624289,11/1/2025 10:38,NWK-001,Newark,NJ,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Cash,In-Store
BB-20251101-PVD-001-673648,11/1/2025 14:02,PVD-001,Providence,RI,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Cash,Delivery
BB-20251101-BOS-001-978920,11/1/2025 19:52,BOS-001,Boston,MA,Cappuccino,3.5,1,3.5,0.05,0.18,3.32,0.12,0.4,3.72,Mobile,In-Store
BB-20251102-PHL-001-610835,11/2/2025 11:44,PHL-001,Philadelphia,PA,Mocha,3.45,2,6.9,0.1,0.69,6.21,0.12,0.75,6.96,Cash,Delivery
BB-20251102-POR-001-839844,11/2/2025 17:21,POR-001,Portland,ME,Cappuccino,3.5,4,14,0,0,14,0.12,1.68,15.68,Card,In-Store
BB-20251103-NYC-001-444513,11/3/2025 18:53,NYC-001,New York,NY,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Card,Takeaway
BB-20251104-NYC-001-128400,11/4/2025 11:56,NYC-001,New York,NY,Cappuccino,3.5,1,3.5,0.1,0.35,3.15,0.12,0.38,3.53,Cash,Takeaway
BB-20251105-NWK-001-754314,11/5/2025 8:17,NWK-001,Newark,NJ,Espresso,3.25,1,3.25,0.05,0.16,3.09,0.12,0.37,3.46,Cash,In-Store
BB-20251105-HFD-001-498921,11/5/2025 18:52,HFD-001,Hartford,CT,Mocha,3.45,2,6.9,0,0,6.9,0.12,0.83,7.73,Cash,Takeaway
BB-20251106-PHL-001-977964,11/6/2025 8:10,PHL-001,Philadelphia,PA,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Card,In-Store
BB-20251107-NYC-001-995751,11/7/2025 9:04,NYC-001,New York,NY,Mocha,3.45,1,3.45,0.05,0.17,3.28,0.12,0.39,3.67,Cash,Takeaway
BB-20251107-BOS-001-946225,11/7/2025 10:10,BOS-001,Boston,MA,Espresso,3.25,2,6.5,0.1,0.65,5.85,0.12,0.7,6.55,Mobile,In-Store
BB-20251108-ALB-001-212471,11/8/2025 7:48,ALB-001,Albany,NY,Espresso,3.25,2,6.5,0,0,6.5,0.12,0.78,7.28,Card,Takeaway
BB-20251108-ALB-001-225559,11/8/2025 9:47,ALB-001,Albany,NY,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Mobile,Takeaway
BB-20251108-BOS-001-272975,11/8/2025 11:56,BOS-001,Boston,MA,Mocha,3.45,2,6.9,0,0,6.9,0.12,0.83,7.73,Card,In-Store
BB-20251108-PHL-001-984358,11/8/2025 17:27,PHL-001,Philadelphia,PA,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Cash,In-Store
BB-20251109-PVD-001-138744,11/9/2025 11:13,PVD-001,Providence,RI,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Card,Delivery
BB-20251109-PHL-001-487213,11/9/2025 15:20,PHL-001,Philadelphia,PA,Cappuccino,3.5,1,3.5,0.05,0.18,3.32,0.12,0.4,3.72,Cash,In-Store
BB-20251110-NYC-001-998197,11/10/2025 7:59,NYC-001,New York,NY,Espresso,3.25,1,3.25,0.05,0.16,3.09,0.12,0.37,3.46,Card,Takeaway
BB-20251110-PHL-001-169605,11/10/2025 16:32,PHL-001,Philadelphia,PA,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Card,In-Store
BB-20251111-POR-001-414382,11/11/2025 8:27,POR-001,Portland,ME,Cappuccino,3.5,2,7,0,0,7,0.12,0.84,7.84,Mobile,Takeaway
BB-20251111-ALB-001-735357,11/11/2025 11:18,ALB-001,Albany,NY,Mocha,3.45,4,13.8,0,0,13.8,0.12,1.66,15.46,Card,In-Store
BB-20251112-POR-001-159614,11/12/2025 17:16,POR-001,Portland,ME,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Card,Delivery
BB-20251113-NYC-001-528862,11/13/2025 8:13,NYC-001,New York,NY,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Card,Takeaway
BB-20251113-ALB-001-218331,11/13/2025 12:28,ALB-001,Albany,NY,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Mobile,Delivery
BB-20251113-PHL-001-997856,11/13/2025 14:08,PHL-001,Philadelphia,PA,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Mobile,In-Store
BB-20251114-PHL-001-305249,11/14/2025 9:07,PHL-001,Philadelphia,PA,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Cash,In-Store
BB-20251114-NWK-001-626613,11/14/2025 12:16,NWK-001,Newark,NJ,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Cash,In-Store
BB-20251115-ALB-001-414596,11/15/2025 9:35,ALB-001,Albany,NY,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Cash,In-Store
BB-20251115-NWK-001-568029,11/15/2025 16:19,NWK-001,Newark,NJ,Espresso,3.25,2,6.5,0,0,6.5,0.12,0.78,7.28,Card,In-Store
BB-20251115-ALB-001-958084,11/15/2025 16:34,ALB-001,Albany,NY,Cappuccino,3.5,2,7,0,0,7,0.12,0.84,7.84,Card,Takeaway
BB-20251115-PVD-001-930420,11/15/2025 17:25,PVD-001,Providence,RI,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Card,Takeaway
BB-20251115-NWK-001-142416,11/15/2025 18:06,NWK-001,Newark,NJ,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Card,Takeaway
BB-20251115-ALB-001-181940,11/15/2025 18:41,ALB-001,Albany,NY,Cappuccino,3.5,1,3.5,0.1,0.35,3.15,0.12,0.38,3.53,Cash,Takeaway
BB-20251115-NYC-001-259211,11/15/2025 18:42,NYC-001,New York,NY,Mocha,3.45,2,6.9,0,0,6.9,0.12,0.83,7.73,Mobile,In-Store
BB-20251116-BOS-001-247221,11/16/2025 8:19,BOS-001,Boston,MA,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Cash,Takeaway
BB-20251116-ALB-001-804384,11/16/2025 11:40,ALB-001,Albany,NY,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Card,Takeaway
BB-20251116-NWK-001-449993,11/16/2025 15:21,NWK-001,Newark,NJ,Cappuccino,3.5,1,3.5,0.1,0.35,3.15,0.12,0.38,3.53,Cash,In-Store
BB-20251116-NWK-001-136547,11/16/2025 15:30,NWK-001,Newark,NJ,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Cash,In-Store
BB-20251116-ALB-001-633599,11/16/2025 19:52,ALB-001,Albany,NY,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Mobile,In-Store
BB-20251117-PVD-001-815745,11/17/2025 10:43,PVD-001,Providence,RI,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Card,In-Store
BB-20251117-HFD-001-578825,11/17/2025 12:20,HFD-001,Hartford,CT,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Mobile,Takeaway
BB-20251117-ALB-001-198655,11/17/2025 13:50,ALB-001,Albany,NY,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Mobile,In-Store
BB-20251118-POR-001-656393,11/18/2025 18:40,POR-001,Portland,ME,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Cash,In-Store
BB-20251119-PVD-001-992340,11/19/2025 7:45,PVD-001,Providence,RI,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Mobile,In-Store
BB-20251119-ALB-001-590626,11/19/2025 8:30,ALB-001,Albany,NY,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Mobile,Takeaway
BB-20251119-NWK-001-132466,11/19/2025 8:45,NWK-001,Newark,NJ,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Cash,Takeaway
BB-20251119-ALB-001-508118,11/19/2025 12:35,ALB-001,Albany,NY,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Mobile,In-Store
BB-20251119-NWK-001-355213,11/19/2025 14:37,NWK-001,Newark,NJ,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Card,Takeaway
BB-20251120-POR-001-423466,11/20/2025 7:14,POR-001,Portland,ME,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Mobile,In-Store
BB-20251120-BOS-001-323025,11/20/2025 12:57,BOS-001,Boston,MA,Cappuccino,3.5,2,7,0,0,7,0.12,0.84,7.84,Mobile,In-Store
BB-20251120-ALB-001-190122,11/20/2025 13:04,ALB-001,Albany,NY,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Mobile,In-Store
BB-20251120-NYC-001-778230,11/20/2025 17:37,NYC-001,New York,NY,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Mobile,In-Store
BB-20251120-BOS-001-671407,11/20/2025 18:47,BOS-001,Boston,MA,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Cash,In-Store
BB-20251120-HFD-001-456829,11/20/2025 19:39,HFD-001,Hartford,CT,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Cash,In-Store
BB-20251121-PHL-001-142626,11/21/2025 8:08,PHL-001,Philadelphia,PA,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Mobile,Takeaway
BB-20251121-POR-001-242181,11/21/2025 8:23,POR-001,Portland,ME,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Cash,In-Store
BB-20251121-NWK-001-476656,11/21/2025 13:12,NWK-001,Newark,NJ,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Mobile,In-Store
BB-20251121-POR-001-795330,11/21/2025 17:03,POR-001,Portland,ME,Espresso,3.25,1,3.25,0.1,0.33,2.92,0.12,0.35,3.27,Card,Takeaway
BB-20251122-PHL-001-377758,11/22/2025 7:02,PHL-001,Philadelphia,PA,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Card,Delivery
BB-20251122-NYC-001-477639,11/22/2025 9:47,NYC-001,New York,NY,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Cash,In-Store
BB-20251122-PHL-001-697876,11/22/2025 12:17,PHL-001,Philadelphia,PA,Espresso,3.25,2,6.5,0,0,6.5,0.12,0.78,7.28,Cash,In-Store
BB-20251122-NWK-001-338908,11/22/2025 14:19,NWK-001,Newark,NJ,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Cash,In-Store
BB-20251122-POR-001-856651,11/22/2025 14:51,POR-001,Portland,ME,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Card,Takeaway
BB-20251123-POR-001-298017,11/23/2025 19:30,POR-001,Portland,ME,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Mobile,In-Store
BB-20251125-HFD-001-195304,11/25/2025 11:06,HFD-001,Hartford,CT,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Mobile,Takeaway
BB-20251125-NYC-001-279879,11/25/2025 19:14,NYC-001,New York,NY,Cappuccino,3.5,2,7,0,0,7,0.12,0.84,7.84,Mobile,In-Store
BB-20251126-ALB-001-895664,11/26/2025 8:00,ALB-001,Albany,NY,Espresso,3.25,1,3.25,0,0,3.25,0.12,0.39,3.64,Card,In-Store
BB-20251126-PVD-001-363878,11/26/2025 9:15,PVD-001,Providence,RI,Cappuccino,3.5,1,3.5,0.05,0.18,3.32,0.12,0.4,3.72,Cash,In-Store
BB-20251126-ALB-001-538267,11/26/2025 10:10,ALB-001,Albany,NY,Mocha,3.45,3,10.35,0,0,10.35,0.12,1.24,11.59,Card,Takeaway
BB-20251126-BOS-001-397016,11/26/2025 10:13,BOS-001,Boston,MA,Cappuccino,3.5,1,3.5,0,0,3.5,0.12,0.42,3.92,Mobile,In-Store
BB-20251126-PHL-001-708952,11/26/2025 10:50,PHL-001,Philadelphia,PA,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Cash,In-Store
BB-20251127-NWK-001-919232,11/27/2025 9:09,NWK-001,Newark,NJ,Cappuccino,3.5,2,7,0,0,7,0.12,0.84,7.84,Mobile,In-Store
BB-20251127-NWK-001-692251,11/27/2025 14:09,NWK-001,Newark,NJ,Mocha,3.45,1,3.45,0,0,3.45,0.12,0.41,3.86,Cash,In-Store
BB-20251127-POR-001-454143,11/27/2025 17:46,POR-001,Portland,ME,Espresso,3.25,3,9.75,0,0,9.75,0.12,1.17,10.92,Card,In-Store
